user_id,ratio,numberRecommendationUserHas,numberGamesUserHasInTest
155673786,0,0,35
294620986,0,0,1
72978546,0,3,27
76451157,0,2,20
12985315,1,1,1
289540058,0,0,2
24555705,0,0,1
14671378,0,3,6
1936551,0,1,25
124739366,0,0,0
127072755,0,1,21
83849502,0,2,29
64973908,0,0,29
45617627,0,0,33
65342306,0,2,11
6144819,0,2,10
15196746,0,2,23
136037775,0,0,0
37827989,0,1,8
192503967,0,2,6
134839311,0,0,4
46951849,0,1,5
190191843,0,4,11
208162306,0,0,0
81170946,0,1,24
308440565,0,0,0
165216496,0,2,12
1665511,0,0,2
71603645,0,2,4
129117376,0,0,21
56957512,0,1,3
50801801,0,3,15
24011187,0,1,7
249623287,0,0,0
122094388,0,0,17
16084897,0,1,30
13646256,0,0,2
28424408,1,1,1
70408902,0,0,49
187463594,0,1,32
92940732,0,0,0
46759859,0,0,1
99264709,0,2,32
170485590,0,0,21
244491524,0,0,0
42198457,0,0,3
554278,0,0,6
80511960,0,4,14
224070533,0,1,6
9544834,1,1,1
86499586,0,2,8
16645459,0,0,47
197904909,0,3,18
168163793,0,1,26
151256632,0,1,2
243572743,0,0,1
73564778,0,2,22
212426459,0,3,6
222938490,0,0,1
20683035,0,1,3
63702300,0,0,1
113544961,0,2,3
201280043,1,1,1
16081636,0,1,3
161623464,0,1,7
205285563,0,3,14
59825286,0,0,72
186040249,0,1,4
34442062,1,1,1
56497895,1,2,2
188180021,0,0,0
87341384,0,0,23
130764464,0,1,4
108114779,0,3,6
96588736,0,1,18
127261069,1,1,1
46637811,0,1,32
88525821,0,0,28
101596530,0,0,24
256645945,0,2,4
152078939,0,2,9
174522735,0,0,0
163432200,0,2,12
104870123,0,6,13
86635197,0,0,0
47384303,0,2,27
279218570,1,2,2
246439849,0,0,21
25096601,0,3,23
44010163,0,1,2
119619506,0,2,23
127117386,0,1,2
26808868,0,1,15
65117175,0,1,31
229334262,0,0,0
217368291,0,1,2
39082468,0,0,9
97298878,0,3,10
199307633,0,0,0
33013552,0,1,102
258785172,0,0,3
86055705,0,2,49
8865447,0,0,0
36502549,0,1,8
23717586,0,1,20
170095814,0,1,4
175001491,0,0,9
124878949,1,3,3
184508601,0,0,5
174633348,0,2,6
165065938,0,0,1
85395339,0,0,0
224754050,0,1,8
170460109,0,2,16
27770064,0,0,0
96556535,0,1,4
205466848,0,0,0
144845684,0,1,3
244290943,0,1,4
170068207,0,3,17
119239620,0,2,14
155919035,0,1,44
181453879,0,3,6
27403206,0,1,24
227863185,0,0,9
170591712,0,0,3
105782521,0,2,15
113423671,0,2,5
65420540,0,1,7
126877285,0,0,1
64369759,0,0,10
118971362,0,0,8
114617787,0,1,13
89226643,0,0,1
145710414,0,0,1
68224834,0,1,4
218908889,0,0,0
26090223,1,2,2
145243748,0,2,8
136668535,0,0,1
163896673,0,0,2
120271188,0,0,0
185079540,0,1,13
274261412,0,0,0
135147743,0,3,8
255010251,0,2,9
268551184,0,0,2
63276972,1,2,2
82352462,0,1,22
109598076,0,2,4
214619754,0,1,2
53875128,0,2,102
149424772,1,3,3
51905751,1,1,1
124443679,0,2,14
7203603,0,2,5
115167911,0,0,9
258530685,0,0,0
4834220,0,2,6
83746733,0,1,5
76420334,0,2,16
216361717,0,1,2
290367158,0,0,1
185271773,0,0,0
168053527,0,2,4
186323628,1,1,1
230031062,0,1,2
128236624,0,0,0
136791084,0,3,6
79869158,1,1,1
237789323,0,0,1
67729331,0,0,19
65350586,0,0,6
80779496,0,2,23
41559627,0,2,20
10302000,0,1,7
112849197,0,1,5
217276487,0,0,0
60706503,0,4,7
117663927,0,0,0
210903599,0,0,0
126388107,0,1,3
23225650,0,2,19
102270213,0,3,4
60611062,0,0,29
80363319,0,0,9
127058155,0,0,0
131912265,1,1,1
23337959,0,0,1
9180659,0,1,8
156565178,0,3,27
204443543,0,0,0
302394761,0,0,0
182851135,0,5,10
146999982,0,0,0
37092665,0,0,0
163712958,0,2,14
211544205,0,1,4
7736384,0,2,3
119909634,0,3,4
238700575,0,1,4
114924461,0,1,2
264438536,0,3,5
146517796,0,0,1
114080968,1,1,1
250843033,0,0,1
20200395,0,1,17
49624770,0,2,15
120523185,0,1,14
175554658,0,0,0
181850506,1,1,1
108007732,0,1,16
143235127,0,0,3
156675178,0,1,19
179077731,1,1,1
65716118,0,2,6
112845094,0,3,10
43360645,0,1,33
103371488,0,2,16
171512034,1,1,1
130369238,0,2,4
48239695,0,2,4
32125590,1,2,2
11978743,0,0,35
184250682,0,0,0
37435998,0,0,1
86041729,0,3,21
80128229,0,0,27
186305384,0,0,0
175849081,0,0,0
280955228,1,1,1
251920440,0,0,1
96269099,1,1,1
36439985,0,2,5
65064340,0,1,8
47524459,1,1,1
39028341,1,1,1
50700418,0,1,18
100818860,0,0,4
55334302,0,4,5
40997928,1,1,1
57500988,1,1,1
3979930,0,1,4
94610298,0,0,0
46301758,0,1,20
60744461,0,0,1
12897088,1,1,1
86912006,0,2,65
82203951,0,0,1
52435421,0,2,4
177050329,0,0,2
198083088,0,0,0
182399789,0,2,20
123904490,0,2,13
59790700,0,2,9
2083767,0,1,11
133422169,0,0,25
66255019,0,1,24
186673066,0,0,6
225655173,1,1,1
37708732,1,1,1
125589748,1,1,1
170570863,1,1,1
212302055,0,0,2
231060378,0,1,2
81746734,0,4,10
99083518,0,0,5
85366890,0,1,21
188949150,0,0,8
8259307,0,2,15
176103650,0,0,2
200673341,0,0,18
178761785,0,0,0
102921672,0,2,12
118838369,0,0,7
43908860,0,3,5
112944877,1,1,1
269759752,0,0,0
95924900,0,0,2
66615366,0,1,11
189123038,0,0,1
216002631,0,0,0
102825821,0,1,25
835015,0,0,4
64137709,0,0,0
11373749,0,2,90
260538236,0,0,2
83681553,0,0,5
167815968,0,1,10
7955670,0,2,6
88035166,0,0,28
54637394,0,3,23
84883272,0,2,6
211454678,0,0,12
216088282,0,2,24
110546460,0,2,4
212915541,0,0,4
162076421,0,0,3
26027937,0,0,2
57271785,0,0,0
118792304,1,1,1
46607365,0,0,1
117345810,0,0,17
19085114,0,0,26
295480706,0,0,1
182825830,0,0,1
94110492,0,2,19
136246724,0,0,1
152497084,0,0,6
44866715,0,4,20
161772384,0,0,5
126522515,0,2,12
122444332,0,1,5
24858005,0,1,4
123101539,0,0,16
46030552,0,1,4
80098179,0,1,2
66592754,0,0,1
85497862,0,2,16
51557405,0,2,68
201680419,0,0,0
82174211,0,1,3
180901075,0,1,34
63615483,0,1,18
99713453,0,3,4
153956921,0,0,15
161659407,0,2,6
209450381,0,1,4
199816966,1,1,1
179936723,1,1,1
29302014,1,2,2
242242432,1,1,1
89691468,0,1,6
207424334,1,1,1
248356320,0,0,0
194641575,0,0,3
253421464,0,0,1
125682446,0,1,10
51382080,0,0,3
30061970,0,0,24
142793906,0,0,6
103890656,0,0,0
197579025,0,1,3
88544184,0,0,0
165071607,0,0,0
181070203,1,1,1
50095094,0,0,1
128207897,0,3,8
113752996,0,1,19
50744279,0,2,16
174923254,0,0,11
88883891,0,1,7
185130561,0,0,1
202863512,0,0,1
142414329,0,0,1
33457161,0,0,0
206908028,0,2,8
188421568,0,0,1
222042345,0,0,2
287943546,0,0,1
5270060,0,0,4
154230933,0,2,46
242112520,0,0,3
130678525,0,0,1
142650116,0,2,3
129371925,1,1,1
86182317,0,0,6
270228556,0,0,0
14216099,0,0,1
292168490,0,0,0
221952355,0,0,0
179708074,0,0,0
207830797,0,0,17
153148942,0,3,14
240981203,0,0,1
136253839,0,0,0
72989129,0,2,14
102016550,0,1,5
91883012,0,0,0
154145611,0,2,6
43955374,0,0,36
146007471,0,2,10
143157943,0,0,0
261336456,0,1,2
104707698,0,0,1
140825164,0,1,4
174002551,0,0,12
92393218,0,0,23
1612666,0,1,5
242937979,0,0,5
92612763,0,0,18
108950666,0,1,9
7987640,0,0,0
222180483,0,3,7
287973020,0,0,1
232517422,0,0,2
256991827,1,1,1
67083031,0,2,6
190296880,0,0,1
48984158,0,1,19
65909415,0,3,10
49767455,0,2,8
245859173,0,0,1
70398582,0,1,7
100630947,0,2,3
213720494,0,1,6
186642906,0,2,7
209985078,0,1,2
168031436,0,0,5
20566124,0,1,3
190310322,0,0,1
106806146,0,0,3
158481852,0,0,1
277541086,0,0,4
122492047,0,0,0
59925638,0,0,23
107307955,0,0,1
179347474,0,2,7
293303005,0,0,0
129659946,1,1,1
96144791,0,0,0
109207860,0,1,2
52203520,0,0,2
154956362,0,0,1
258478416,0,0,0
121360145,0,0,0
12259303,0,4,10
191937970,0,0,0
209772097,0,1,10
124725852,0,1,30
135400225,0,0,25
164761364,0,1,4
15305418,0,0,16
159114904,0,1,8
249520540,0,0,0
147859903,0,3,10
62878249,0,1,32
111754806,0,0,22
176223416,0,1,2
61506388,0,0,15
66939289,1,1,1
283922576,0,1,2
163972488,0,2,5
168641975,0,3,7
187755082,0,0,0
178003047,1,1,1
48175931,0,1,10
44874005,0,2,7
231808839,0,0,1
150033540,0,1,27
61070572,0,2,11
42492910,0,0,1
11952990,0,2,12
76296787,0,1,5
158136791,0,2,11
263856756,0,0,0
153821154,0,1,11
165755355,0,2,16
183490713,1,2,2
303326013,0,0,0
242694628,0,0,2
163162333,0,1,7
112999066,0,0,0
191979928,0,1,7
155420511,0,0,4
94229851,0,0,0
251164636,0,1,5
165645559,0,0,1
201757829,0,2,6
62097332,0,2,5
147879598,0,1,2
285600472,1,1,1
208464394,0,0,0
264500948,0,1,7
237044358,1,2,2
62633395,0,2,11
63990035,0,2,3
106834867,0,1,7
77136810,1,1,1
35264447,0,1,2
41719717,0,2,13
116085629,0,0,0
106980036,0,2,8
151481334,0,0,0
197302530,0,0,1
80351692,0,1,8
59115473,0,0,3
78551564,0,0,0
58297398,0,1,9
207869089,0,2,5
39322716,0,0,2
228649481,0,1,7
136135322,0,1,29
167874227,0,0,0
155772849,0,4,5
60608576,0,5,39
131386705,0,3,4
278247296,0,0,0
59157389,0,2,3
73726855,0,2,26
1950243,0,1,16
2753525,0,0,14
100813586,0,0,0
83625754,0,1,5
238285173,0,0,0
197949629,0,0,2
1601773,0,0,3
232082615,0,0,0
184885148,0,0,1
76032287,0,3,7
49063269,0,0,1
151600301,0,4,12
30115594,0,0,0
176318036,0,0,0
209023275,0,1,6
170141925,0,0,0
197652539,0,1,6
136998614,0,0,1
5860071,0,1,4
263993336,0,0,0
45532207,0,2,3
261067712,0,0,1
4812175,0,0,3
126843636,0,0,1
222701635,0,0,0
5990132,0,3,9
113729479,1,1,1
172470005,0,1,6
83420834,0,1,3
72538505,0,0,0
90104676,0,1,2
185825658,0,0,0
82071844,0,1,2
54092998,0,0,0
190466640,0,0,0
61806811,1,1,1
23672423,0,0,3
277253312,0,0,0
28229872,1,2,2
95181268,0,0,5
61632730,0,1,20
165240612,0,0,0
197571337,0,0,0
62923086,0,0,2
64319625,0,2,13
191905471,0,0,0
125246281,1,1,1
186903958,0,0,1
106760673,0,2,11
154533830,0,1,6
93644606,0,0,12
80265154,1,2,2
62985928,0,0,6
151229648,0,1,8
102111851,0,2,3
94088853,0,0,6
198346312,0,2,8
135277795,0,0,0
74290096,1,1,1
163237086,0,0,0
82695118,0,0,0
198464515,0,0,1
111163130,0,0,6
15221799,0,1,10
71335402,0,1,5
167564834,0,0,0
55751308,0,3,5
296153709,0,0,0
138044624,1,1,1
72387826,0,1,4
279171078,1,1,1
29873979,0,3,10
118544165,0,0,0
167013261,0,0,6
59866729,1,1,1
193156880,0,0,22
19696244,0,0,22
140488802,0,0,0
159484357,0,1,4
110928152,0,0,0
132748085,0,2,17
219466905,0,0,28
114324869,0,0,2
46397411,1,1,1
210727350,0,0,1
228063098,0,0,0
15902605,0,0,1
101508611,0,0,0
105384518,0,1,16
161117453,1,1,1
74772820,0,0,13
180283418,0,2,4
71331921,0,4,8
40212239,0,1,58
64261708,0,0,4
159800136,0,3,35
285860790,0,0,6
181002117,0,0,6
168546873,0,0,2
162319690,0,0,0
191792074,0,1,2
173531795,0,0,0
28731346,1,1,1
196595568,0,5,7
237704278,0,2,5
175150816,0,1,2
58768356,0,2,3
273437868,0,0,4
204541576,1,2,2
23181958,0,0,0
221316926,0,1,2
143643478,0,3,20
160883669,0,2,5
73721802,0,0,5
207208914,0,0,1
119949344,0,1,5
88524965,0,0,0
41883322,0,1,2
91828380,1,2,2
161366228,0,2,11
120139965,0,0,1
125191585,0,0,0
24872208,0,0,2
13190476,0,1,40
182499490,0,1,9
11161178,0,0,27
234498398,0,1,6
19586574,0,1,7
138482130,0,0,4
87832209,0,0,4
55837871,1,1,1
117488479,0,2,12
58057627,0,2,10
39446138,0,2,6
106796307,0,4,19
150137344,1,2,2
154316707,0,1,2
141749157,0,0,0
28472068,0,1,26
135244036,0,3,18
107623882,0,0,0
202480747,0,0,0
114727578,0,2,22
91293844,0,3,6
80630217,0,0,7
214241787,0,0,0
165851788,0,2,3
60859695,0,2,48
194670621,0,1,4
186452037,0,0,0
92593907,0,1,28
198850929,0,1,6
60549077,0,0,7
256202715,0,0,0
281535206,0,1,7
12660489,0,0,1
207926270,1,1,1
15702351,1,1,1
197786337,0,0,0
58551955,1,2,2
111442295,0,0,6
203101149,0,0,3
72613527,0,1,5
92482012,1,2,2
56813714,1,2,2
71809133,1,1,1
101878879,0,3,21
84471496,0,1,7
202738708,0,1,2
17497581,0,0,8
82961224,0,0,3
8776918,0,0,10
301117259,0,0,0
161991221,0,1,10
82263745,0,1,28
65147980,0,0,4
59467141,1,1,1
285869008,0,0,0
178964139,0,0,6
683019,0,3,5
104032602,1,1,1
34124250,1,2,2
208020634,0,0,0
130051338,0,2,3
282923824,0,2,3
192170147,0,1,11
99704390,0,1,4
89803146,1,2,2
126074325,0,0,0
32847394,0,0,8
212078557,0,2,8
52811164,0,0,1
183382406,0,1,3
183619586,0,0,0
162319568,0,1,3
203838394,0,2,7
57603447,0,1,27
253813925,0,1,3
101695880,0,2,19
152328066,0,0,1
11207650,0,1,4
216158727,0,0,0
80494893,0,2,26
33788990,1,1,1
206696458,0,0,0
126200826,0,1,4
152956403,0,0,3
116515230,0,0,22
16919977,0,0,1
3001740,0,0,1
168985094,0,0,0
257702137,0,0,0
45030250,0,1,4
87734805,0,0,48
104830836,0,1,5
308760273,0,0,0
196059860,0,0,7
98463542,0,0,0
190861612,0,0,0
41566004,0,0,0
120514307,0,2,3
86481908,0,2,20
60210313,0,1,9
266799152,0,0,2
303252325,0,0,3
160928826,0,0,0
20464587,0,2,11
62654923,0,0,0
128925610,0,3,7
248076396,0,0,2
5250,0,1,3
93275329,0,0,21
165779930,0,0,7
198874354,0,0,0
136137921,0,0,4
61046224,0,0,0
34582304,0,2,3
255622304,0,0,1
105586920,0,1,3
115494980,0,0,1
57770056,0,1,14
86338111,0,2,10
44043970,0,0,2
121497634,0,1,14
185258131,0,6,15
95930936,0,0,0
39899978,0,2,5
74232403,0,0,1
28648610,1,2,2
216653925,0,0,0
192334796,0,0,1
201978799,0,0,0
7907686,0,0,25
128491811,0,0,0
215844562,0,1,3
176684532,0,0,2
160427210,0,0,4
73495968,0,0,15
229911,0,3,6
244495573,0,1,2
116494569,0,1,5
207009485,0,2,3
238311629,0,0,0
301733532,0,0,2
105243827,0,1,15
228919399,0,0,3
183315077,0,1,9
242065029,0,0,0
12130111,0,3,8
8784496,0,2,9
87886634,0,0,0
202742019,1,1,1
299153,0,0,0
184592379,0,0,0
194544287,1,1,1
69953893,0,0,4
84513749,0,1,8
143198617,0,1,3
206597662,0,0,0
250736247,1,1,1
108595389,0,0,4
79211079,0,2,9
37468189,1,1,1
35864169,0,3,13
25889289,0,0,0
96014467,0,1,8
191637518,0,1,6
195147702,1,2,2
136640372,0,0,0
58312813,0,0,0
131217195,0,0,0
229791471,0,1,2
149741997,1,1,1
68200610,1,1,1
128329207,0,0,0
189272257,0,0,2
132300630,0,0,21
102540721,0,0,0
59005471,0,0,10
9209946,0,3,5
127311699,0,1,25
60115727,1,1,1
298715051,0,0,2
258531019,0,1,6
108160472,0,5,12
302378981,0,0,0
3450426,0,1,2
218317467,0,2,24
59529444,0,3,4
83168693,0,0,0
118664413,0,0,3
91800733,0,0,0
283558096,0,0,0
68540434,0,0,2
72842694,0,0,20
201081230,0,0,0
136866564,1,1,1
87601770,0,0,2
147602451,0,0,1
215208719,0,1,13
90726321,1,1,1
10854426,0,0,0
162747179,0,0,1
206210282,0,0,2
25822628,0,0,0
81160212,0,1,34
253121356,0,0,0
159994178,0,3,5
208196373,0,0,1
75368808,0,1,19
163669475,0,1,5
7015471,0,3,7
159277759,0,0,2
13556140,0,1,5
111422562,0,1,5
78332414,0,1,8
11613587,0,0,2
58530556,1,2,2
55112407,1,1,1
215833301,0,0,0
95911580,0,0,3
39834113,0,1,6
201946795,0,0,1
36915181,0,0,0
182491331,0,3,4
102740003,0,0,0
23386002,0,3,4
15878832,0,1,3
187484302,0,0,1
101602586,0,1,16
183450002,0,2,7
272499996,0,2,5
240810001,1,1,1
13336286,1,2,2
81814849,1,1,1
102268574,0,1,3
137475392,0,0,0
92842809,0,0,0
183240449,1,1,1
156071982,0,1,11
205641661,0,0,1
85210874,0,1,8
7249363,1,1,1
81258000,0,1,5
2039434,0,1,2
74161385,0,1,6
112626210,0,1,23
124661390,0,0,0
189246258,0,0,0
237390911,0,0,1
189858084,0,1,19
202775025,1,2,2
161309693,0,0,1
101827664,0,0,0
136021775,0,1,3
288094442,0,0,1
173940259,0,2,3
231945021,0,0,1
100351493,0,2,7
285883244,0,0,1
44021324,0,0,2
168881981,0,1,3
95084569,0,3,4
103631407,0,0,2
124651043,0,4,9
99484728,1,1,1
3449240,0,0,17
62658713,0,0,0
131876863,0,2,3
268110072,0,3,9
1851828,0,0,3
1129452,0,5,7
237159970,0,0,2
131463112,0,1,8
39361297,0,5,20
91627755,0,0,1
73883045,0,0,0
134847173,0,0,1
86476768,0,1,3
249232725,0,0,11
