user_id,ratio,numberRecommendationUserHas,numberGamesUserHasInTest
66939289,0,0,1
66950079,0,0,14
67001780,0,0,3
67083031,0,0,6
67349307,0,0,6
67492611,0,1,6
67579257,0,0,28
67628444,0,0,1
67633077,0,0,1
67694595,0,0,16
67708331,0,0,6
67713900,0,0,6
67729331,0,0,19
67965357,0,0,2
68049243,0,0,2
68200610,0,0,1
68224834,0,0,4
68240622,0,0,1
68316900,0,0,16
68325099,0,0,0
68337019,0,0,3
68532738,0,0,6
68540434,0,0,2
68685708,0,0,1
68719896,0,0,10
68809194,0,0,5
69009454,0,0,46
69180564,0,0,1
69434488,0,0,5
69828237,0,0,5
69849141,0,0,5
69856757,0,0,9
69942754,0,0,0
69946630,0,0,2
69953893,0,0,4
69954842,0,0,51
70126472,0,0,0
70327507,0,0,0
70351792,0,0,1
70398582,0,0,7
70408902,0,0,49
70489471,0,0,3
70591968,0,0,1
70686116,0,0,1
70778973,0,0,3
70779914,0,0,3
70780053,0,0,4
70844556,0,0,2
70915652,0,0,17
70930091,0,0,2
70967454,0,0,0
70970228,0,0,1
71132696,0,0,0
71323029,0,0,3
71331921,0,0,8
71335402,0,0,5
71390526,0,0,13
71411882,0,0,7
71498571,0,0,1
71510748,0,0,30
71527252,0,0,27
71574303,0,0,2
71603645,0,0,4
71704418,0,0,1
71777065,0,0,25
71809133,0,0,1
71870712,0,0,0
71871620,0,0,6
71875007,0,0,3
71888942,0,0,20
72207742,0,0,3
72329360,0,0,1
72387826,0,0,4
72417734,0,0,1
72523666,0,0,3
72588600,0,0,1
72613527,0,0,5
72627862,0,1,12
72717958,0,0,4
72842694,0,0,20
72907554,0,0,2
72930582,0,0,2
72958745,0,0,2
72978546,0,0,27
72989129,0,0,14
72996988,0,0,14
73094362,0,0,3
73195149,0,0,10
73305545,0,0,3
73407067,0,0,0
73457750,0,0,0
73495968,0,0,15
73513367,0,0,2
73518199,0,0,16
73564778,0,0,22
73721802,0,0,5
73726855,0,1,26
73820367,0,0,0
73835640,0,0,37
73883045,0,0,0
73997241,0,0,2
74021124,0,0,0
74126541,0,0,2
74157312,0,0,1
74161385,0,0,6
74161590,0,0,1
74347105,0,0,7
74521316,0,0,4
74764496,0,0,6
74772820,0,0,13
74855005,0,0,11
75011941,0,0,0
75064242,0,0,0
75092930,0,0,0
75134679,0,0,3
75155353,0,0,14
75228114,0,0,0
75232211,0,0,10
75240572,0,0,2
75273484,0,0,0
75277726,0,0,1
75366244,0,0,0
75368808,0,0,19
75377823,0,0,0
75457821,0,0,2
75463760,0,0,8
75508144,0,0,2
75598925,0,0,2
75689918,0,0,2
76027799,0,0,1
76032287,0,0,7
76171050,0,0,2
76296787,0,0,5
76373413,0,0,0
76420334,0,0,16
76451157,0,0,20
76892907,0,0,129
77124916,0,0,1
77127388,0,0,5
77136810,0,0,1
77194086,0,0,4
77194239,0,0,37
77214425,0,0,43
77279068,0,0,3
77378306,0,0,1
77387906,0,0,2
77446275,0,0,5
77542968,0,0,5
77565315,0,0,1
77632511,0,0,1
77665527,0,0,3
77818807,0,0,2
77830706,0,0,16
77870593,0,0,2
77905942,0,0,0
77980915,0,0,32
78053539,0,0,5
78071174,0,0,0
78309377,0,2,46
78332414,0,0,8
78335076,0,0,1
78341587,0,0,54
78551564,0,0,0
78671103,0,0,1
78799565,0,1,4
79017735,0,0,10
79049613,0,0,5
79073449,0,0,19
79155765,0,0,3
79211079,0,0,9
79243080,0,0,3
79319075,0,0,3
79411077,0,0,8
79474322,0,0,4
79658056,0,0,2
79715089,0,0,2
79746085,0,0,1
79865632,0,0,1
79869158,0,0,1
80067793,0,0,5
80098179,0,0,2
80119032,0,0,3
80128229,0,0,27
80154824,0,0,1
80189887,0,0,22
80239919,0,0,2
80265154,0,0,2
80309714,0,0,1
80351692,0,0,8
80363319,0,0,9
80384872,0,0,3
80471276,1,1,1
80494893,0,0,26
80502960,0,0,1
80511960,0,0,14
80550861,0,0,16
80604456,0,0,2
80630217,0,0,7
80650761,0,0,2
80779496,0,0,23
80988171,0,0,2
81054122,0,0,2
81139130,0,0,1
81151589,0,0,2
81160212,0,0,34
81170946,0,0,24
81258000,0,2,5
81439192,0,0,27
81556495,0,0,3
81579335,0,0,2
81585721,0,0,22
81591317,0,0,13
81672131,0,0,6
81678279,0,0,1
81743539,0,0,3
81746734,0,0,10
81768333,0,0,0
81943620,0,0,65
82020006,0,0,3
82029808,0,0,0
82046939,0,1,17
82071844,0,0,2
82156706,0,0,3
82174211,0,0,3
82203951,0,0,1
82212295,0,0,3
82263745,0,0,28
82287546,0,0,17
82352462,0,0,22
82385352,0,0,6
82418411,0,0,3
82438562,0,0,1
82512087,0,0,0
82536970,0,0,1
82686146,0,0,3
82695118,0,0,0
82961224,0,0,3
83090686,0,2,11
83123832,0,0,1
83135348,0,0,4
83168693,0,0,0
83234559,0,0,2
83336644,0,0,3
83420834,0,0,3
83497449,0,0,6
83521481,0,0,0
83572990,0,0,0
83625754,0,0,5
83671083,0,0,9
83681553,0,0,5
83746733,0,0,5
83770731,0,0,30
83849502,0,0,29
83928705,0,0,1
83955783,0,0,2
83975567,0,0,3
83992730,0,0,2
84045371,0,0,2
84054119,0,0,1
84221022,0,0,0
84236369,0,0,0
84318201,0,0,5
84432612,0,0,1
84455820,0,0,16
84471496,0,0,7
84513749,0,0,8
84585204,0,0,3
84610577,0,0,0
84824859,0,0,0
84883272,0,0,6
84884010,0,0,1
84908294,0,0,2
84925352,0,0,8
85046830,0,0,2
85210874,0,0,8
85366890,0,0,21
85426082,0,0,1
85458882,0,0,15
85497862,0,0,16
85518568,0,0,1
85673716,0,0,3
85714521,0,0,1
85759872,0,0,4
85935348,0,0,2
85959768,0,0,4
86041729,0,0,21
86055705,0,0,49
86168617,0,0,1
86182317,0,0,6
86256882,0,0,9
86287245,0,0,10
86332470,0,0,3
86338111,0,0,10
86433707,0,0,4
86466985,0,0,7
86469479,0,0,104
86476768,0,0,3
86481908,0,0,20
86499586,0,0,8
86612326,0,0,1
86686260,0,0,2
86689730,0,0,0
86732465,0,0,5
86733992,0,0,9
86738567,0,0,4
86779448,0,0,1
86866292,0,0,2
86912006,0,0,65
87040683,0,0,10
87071236,0,0,9
87201181,0,0,7
87273930,0,0,1
87341384,0,0,23
87424218,0,0,1
87445402,0,0,3
87601770,0,0,2
87694960,0,0,46
87734805,0,0,48
87740709,0,0,7
87753149,0,0,1
87832209,0,0,4
87879009,0,0,0
87907200,0,0,10
87938922,0,0,1
88035166,0,0,28
88095884,0,0,1
88152309,0,0,4
88199811,0,0,9
88271258,0,0,1
88290913,0,0,2
88296152,0,0,4
88344296,0,0,7
88352678,0,0,0
88410966,0,0,4
88493668,0,0,3
88525821,0,0,28
88579585,0,0,57
88585138,0,0,1
88603472,0,0,3
88659639,0,0,7
88705345,0,0,3
88775181,0,0,13
88883891,0,0,7
88921433,0,0,1
89005236,0,0,4
89106156,0,0,0
89226643,0,0,1
89229462,0,0,0
89286594,0,0,2
89523414,0,0,12
89559973,0,0,0
89691468,0,0,6
89732768,0,0,4
89752173,0,0,1
89867101,0,0,1
89946150,0,0,0
90033155,0,0,9
90037349,0,0,1
90104676,0,0,2
90272527,0,0,23
90302081,0,0,0
90532259,0,0,0
90541290,0,0,6
90571509,0,0,1
90672622,0,0,2
90711776,0,0,5
90726321,0,0,1
91020997,0,0,0
91085389,0,0,2
91293844,0,0,6
91303257,0,0,1
91479671,0,0,2
91627755,0,0,1
91687359,0,0,0
91690667,0,0,17
91729217,0,0,4
91800733,0,0,0
91807066,0,0,5
91815420,0,0,0
91828380,0,0,2
91859894,0,0,15
91871147,0,1,2
91883012,0,0,0
91895208,0,0,0
91912195,0,0,1
91952768,0,0,0
92010366,0,0,0
92025878,0,0,2
92103372,0,0,0
92276000,0,0,8
92294160,0,0,0
92393218,0,0,23
92436417,0,0,5
92482012,0,0,2
92484390,0,0,2
92503355,0,0,9
92542467,0,0,1
92593907,0,0,28
92595907,0,0,7
92612763,0,0,18
92639430,0,0,0
92663477,0,0,13
92842632,0,0,1
92842809,0,0,0
92914917,0,0,54
92929791,0,0,0
92940732,0,0,0
92958887,0,0,11
92965596,0,0,1
93030550,0,0,4
93034535,0,0,0
93189271,0,0,2
93212858,0,0,1
93259090,0,0,2
93275329,0,0,21
93300963,0,0,5
93313267,0,0,0
93341815,0,0,8
93413084,0,0,6
93478035,0,0,2
93514355,0,0,0
93644606,0,0,12
93724705,0,0,0
93882483,0,0,3
94019469,0,0,4
94086389,0,0,0
94088853,0,0,6
94110492,0,0,19
94120095,0,0,2
94145419,0,0,0
94161846,0,0,4
94195027,0,0,4
94229851,0,0,0
94269421,0,0,13
94299484,0,0,10
94335638,0,0,2
94379559,0,0,0
94428876,0,0,2
94510414,0,0,3
94521606,0,0,5
94689795,0,0,0
94690173,0,0,3
94708312,0,0,2
94851051,0,0,6
94908699,0,0,2
94936385,0,0,25
95028545,0,0,0
95037089,0,0,3
95059220,0,0,2
95084569,0,0,4
95137775,0,0,2
95181268,0,0,5
95279056,0,0,1
95325409,0,0,5
95380196,0,0,1
95531306,0,0,5
95695156,0,0,6
95699780,0,0,20
95761491,0,0,2
95780749,0,0,9
95853467,0,0,1
95898619,0,0,0
95911580,0,0,3
95996939,0,0,5
96001430,0,0,1
96014467,0,0,8
96024806,0,0,1
96144791,0,0,0
96149161,0,0,1
96204317,0,0,2
96249915,0,0,2
96269099,0,0,1
96282673,0,0,11
96400571,0,0,22
96504332,0,0,0
96556535,0,0,4
96588736,0,1,18
96696864,0,0,2
96902425,0,0,1
96914675,0,0,3
96963765,0,0,1
97017439,0,0,1
97069030,0,0,3
97298878,0,0,10
97474440,0,0,1
97604502,0,0,0
97614578,0,0,9
97622055,0,0,2
97634356,0,0,4
97667936,0,0,3
97743306,0,0,1
97782908,0,0,5
97818502,0,0,3
97843739,0,0,3
